Time,Position,Velocity,Ene_0,Ene_1,Pop_0,Pop_1,State
253.000,-8.98800005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
254.000,-8.98400005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
255.000,-8.98000005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
256.000,-8.97600006,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
257.000,-8.97200006,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
258.000,-8.96800006,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
259.000,-8.96400006,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
260.000,-8.96000006,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
261.000,-8.95600006,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
262.000,-8.95200006,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
263.000,-8.94800006,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
264.000,-8.94400006,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
265.000,-8.94000006,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
266.000,-8.93600006,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
267.000,-8.93200006,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
268.000,-8.92800006,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
269.000,-8.92400006,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
270.000,-8.92000006,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
271.000,-8.91600006,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
272.000,-8.91200007,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
273.000,-8.90800007,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
274.000,-8.90400007,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
275.000,-8.90000007,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
276.000,-8.89600007,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
277.000,-8.89200007,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
278.000,-8.88800007,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
279.000,-8.88400007,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
280.000,-8.88000007,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
281.000,-8.87600007,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
282.000,-8.87200007,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
283.000,-8.86800007,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
284.000,-8.86400007,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
285.000,-8.86000007,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
286.000,-8.85600007,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
287.000,-8.85200008,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
288.000,-8.84800008,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
289.000,-8.84400008,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
290.000,-8.84000008,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
291.000,-8.83600008,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
292.000,-8.83200008,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
293.000,-8.82800008,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
294.000,-8.82400008,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
295.000,-8.82000008,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
296.000,-8.81600008,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
297.000,-8.81200008,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
298.000,-8.80800008,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
299.000,-8.80400008,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
300.000,-8.80000009,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
301.000,-8.79600009,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
302.000,-8.79200009,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
303.000,-8.78800009,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
304.000,-8.78400009,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
305.000,-8.78000009,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
306.000,-8.77600009,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
307.000,-8.77200009,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
308.000,-8.76800009,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
309.000,-8.76400009,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
310.000,-8.76000009,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
311.000,-8.75600010,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
312.000,-8.75200010,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
313.000,-8.74800010,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
